"codigo";"Marca";"descripcion";"cantidad";"precio"
"243";"(Ref: 259747)";"Errázuriz";"Vino Cortton Reserva Cabernet Sauvignon Botella";"750 cc";"$2.500"
"244";"(Ref: 412310)";"Clos de Pirque";"Vino Blanco Moscatel Caja";"1,5 L";"$2.590"
"245";"(Ref: 262649)";"Clos de Pirque";"Vino Tinto Cabernet Sauvignon Caja";"1,5 L";"$2.590"
"246";"(Ref: 253043)";"San Pedro";"Vino Tinto Merlot Gato Caja";"1500 cc";"$2.590"
"247";"(Ref: 262764)";"Clos de Pirque";"Vino Blanco Caja";"1500 cc";"$2.590"
"248";"(Ref: 445273)";"Casillero del Diablo";"Vino Sauvignon Blanc Botella";"375 cc";"$2.590"
"249";"(Ref: 264507)";"San Pedro";"Vino Tinto Cabernet Sauvignon Gato Caja";"1,5 L";"$2.590"
"250";"(Ref: 257847)";"Clos de Pirque";"Vino Tinto Carmenere Caja";"1,5 L";"$2.590"
"251";"(Ref: 561092)";"Bodega Uno";"Vino Tinto Carmenere Caja";"2 L";"$2.590"
"252";"(Ref: 257606)";"San Blas";"Vino Añejo Dulce";"750 cc";"$2.590"
"253";"(Ref: 242702)";"Clos de Pirque";"Vino Merlot Caja";"1500 cc";"$2.590"
"254";"(Ref: 313000)";"Bodega Uno";"Vino Blanco Caja";"2 L";"$2.590"
"255";"(Ref: 412315)";"Clos de Pirque";"Vino Blanco Moscatel Caja";"2 L";"$2.650"
"256";"(Ref: 591900)";"Exportación";"Vino Sauvignon Blanc Selecto";"1500 cc";"$2.650"
