"codigo";"Marca";"descripcion";"cantidad";"precio"
"272";"(Ref: 646083)";"Lider";"Surtido de Mariscos";"200 g";"$1.000"
"273";"(Ref: 613146)";"Super Salmón";"Hamburguesa de Salmón";"100 g";"$990"
"274";"(Ref: 564059)";"Lider";"Camarón Torpedo Apanado Caja";"250 g";"$2.990"
"275";"(Ref: 463642)";"Lider";"Camaron Mariposa Apanado Bolsa";"500 g";"$4.690"
"276";"(Ref: 640314)";"Lider";"Filetes de Congrio sin Piel";"500 g";"$7.990"
"277";"(Ref: 613145)";"Super Salmón";"Hamburguesa de Salmón Sabor Ahumado";"100 g";"$990"
"278";"(Ref: 556116)";"Lider";"Choritos Congelados Cocidos Bolsa";"200 g";"$1.000"
"279";"(Ref: 592576)";"Super Salmón";"Croqueta de Salmón";"80 g";"$790"
"280";"(Ref: 625259)";"Lider";"Camarón Ecuatoriano Pelado 21/25";"500 g";"$8.990"
"281";"(Ref: 614267)";"El Golfo";"Filetes de lomo Jurel";"454 g";"$4.290"
"282";"(Ref: 403742)";"Lider";"Camarón con Cola Cocido Pelado Calibre 71/90) Bolsa";"500 g";"$5.990"
"283";"(Ref: 552142)";"Lider";"Kanikama Congelado Bolsa";"500 g";"$1.590"
"284";"(Ref: 607140)";"Lider";"Salmón Ahumado Rebanado a la Pimienta Doypack";"100 g";"$2.690"
"285";"(Ref: 596884)";"Lider";"Kanikama";"300 g";"$1.000"
"286";"(Ref: 596903)";"Lider";"Paila Marina";"500 g";"$2.990"
"287";"(Ref: 382019)";"Lider";"Camarón Cocido Pelado Calibre 100/200) Bolsa";"500 g";"$4.590"
"288";"(Ref: 607955)";"Lider";"Tilapia Apanada Mexicana";"500 g";"$2.990"
"289";"(Ref: 607139)";"Lider";"Salmón Ahumado Rebanado Merkén Doypack";"100 g";"$2.690"
"290";"(Ref: 625263)";"Lider";"Camarón ecuatoriano con cola 16/20";"500 g";"$7.990"
"291";"(Ref: 678145)";"Super Salmón";"Rollitos de Salmón";"200 g";"$1.000"
"292";"(Ref: 678144)";"Super Salmón";"Nuggets de Salmón";"200 g";"$1.000"
"293";"(Ref: 629124)";"Lider";"Chorito IQF";"300 g";"$1.290"
"294";"(Ref: 259560)";"El Golfo";"Congelado Kanikama Centolla Display";"200 g";"$1.390"
"295";"(Ref: 674663)";"Lider";"Nuggets de Pescado";"400 g";"$1.690"
"296";"(Ref: 629946)";"Lider";"Choritos al natural";"500 g";"$1.990"
"297";"(Ref: 629945)";"Lider";"Choritos salsa de vino";"500 g";"$1.990"
"298";"(Ref: 563109)";"South Wind";"Almejas Juliana";"500 g";"$1.990"
"299";"(Ref: 641410)";"Lider";"Salmón Ahumado Natural";"118 g";"$2.690"
"300";"(Ref: 641411)";"Lider";"Salmón Ahumado con Merken";"118 g";"$2.690"
"301";"(Ref: 607138)";"Lider";"Salmón Ahumado Rebanado Eneldo Doypack";"100 g";"$2.690"
"302";"(Ref: 641413)";"Lider";"Salmón Ahumado con Pimienta";"118 g";"$2.690"
"303";"(Ref: 641412)";"Lider";"Salmón Ahumado con Eneldo";"118 g";"$2.690"
"304";"(Ref: 627708)";"El Golfo";"Choritos Apanados";"400 g";"$3.290"
"305";"(Ref: 690689)";"Lider";"Jardín Del Mar";"1 Un";"$3.490"
"306";"(Ref: 633610)";"Lider";"Lengua de Navajuelas";"300 g";"$3.490"
"307";"(Ref: 544080)";"Mar Verde";"Langostinos Pelados y Precocidos Bolsa";"200 g";"$3.990"
"308";"(Ref: 501203)";"Lider";"Calamar Anillo Apanado";"500 g";"$3.990"
"309";"(Ref: 561190)";"Lider";"Navajuelas Enteras Bolsa";"500 g";"$3.990"
"310";"(Ref: 544547)";"South Wind";"Carpaccio de Atún Caja";"100 g";"$3.990"
"311";"(Ref: 542085)";"Lider";"Mariscos Surtidos Bolsa";"1 Kg";"$4.490"
"312";"(Ref: 544548)";"South Wind";"Carpaccio de Pulpo Caja";"100 g";"$4.490"
"313";"(Ref: 501202)";"Selección";"Anillos de Calamar Bolsa";"500 g";"$4.590"
"314";"(Ref: 678636)";"Lider";"Camarón 41/50 Entero Cocido";"400 g";"$4.790"
"315";"(Ref: 528194)";"Super Salmón";"Rollitos de Salmón Bolsa";"500 g";"$4.790"
"316";"(Ref: 633612)";"Lider";"OSTIONES";"250 g";"$4.990"
"317";"(Ref: 544549)";"South Wind";"Carpaccio De Salmon";"200 g";"$4.990"
"318";"(Ref: 162019)";"Lider";"Camarón Congelado Cocido con Cáscara 41/50 Bolsa";"500 g";"$4.990"
"319";"(Ref: 559945)";"South Wind";"Bocaditos de Salmón Bolsa";"360 g";"$5.290"
"320";"(Ref: 544083)";"Mar Verde";"Carne De Jaiba";"250 g";"$5.490"
"321";"(Ref: 529992)";"Romero";"Paila Marina Bolsa";"1 Kg";"$5.490"
"322";"(Ref: 544079)";"Mar Verde";"Gambas";"250 g";"$5.990"
"323";"(Ref: 544544)";"South Wind";"Salmon Ahumado";"200 g";"$6.190"
"324";"(Ref: 544081)";"Mar Verde";"Pinza De Jaiba";"250 g";"$6.590"
"325";"(Ref: 544541)";"South Wind";"Salmón Ahumado";"200 g";"$6.690"
"326";"(Ref: 553927)";"Lider";"Camarón con Cáscara Extra Grande Bolsa";"500 g";"$6.990"
"327";"(Ref: 544105)";"Mar Verde";"Camaron Nacional";"500 g";"$7.290"
"328";"(Ref: 646078)";"Lider";"Filetes de Corvina";"500 g";"$8.590"
"329";"(Ref: 657153)";"South Wind";"Locos Cocidos";"180 g";"$8.990"
"330";"(Ref: 540418)";"Lider";"Camarón Cocido Pelado sin Cola 91/120";"1 K";"$9.990"
"331";"(Ref: 544082)";"Mar Verde";"Carne De Centolla";"250 g";"$10.990"
"332";"(Ref: 630719)";"South Wind";"Cola De Langosta";"1 Un";"$10.990"
"333";"(Ref: 544542)";"South Wind";"Salmón Ahumado";"400 g";"$11.990"
"334";"(Ref: 393392)";"El Golfo";"Ring Camarones";"453 g";"$13.490"
"335";"(Ref: 542246)";"La Crianza";"Loin de Salmón Congelado";"1,5 Kg";"$27.990"
"336";"(Ref: 631893)";"South Wind";"Locos Cocidos";"1000 g";"$49.990"
"337";"(Ref: 255910)";"Interam";"Entrecot Cordero Caja";"500 g";"$9.590"
"338";"(Ref: 655483)";"Agromarin";"Cordero Trozado";"1 kg";"$6.990"
"339";"(Ref: 657730)";"Agromarin";"Entrecot";"700 g";"$8.990"
"340";"(Ref: 255941)";"Interam";"Chuleton Cordero 1200 gr";"1200 g";"$15.990"
"341";"(Ref: 270978)";"Interam";"Lomito De Cordero";"500 g";"$18.490"
"342";"(Ref: 270976)";"Interam";"Pierna Deshuesada Cordero";"1200 g";"$19.490"
"343";"(Ref: 257637)";"Interam";"Chuleta Francesa Cordero";"500 g";"$20.990"
"344";"(Ref: 257628)";"Interam";"Chuleta Cordero Parrilera";"1500 g";"$22.990"
