"codigo";"Marca";"descripcion";"cantidad";"precio"
"105";"(Ref: 340424)";"3M";"Post-It Amarillo 50 Hojas c/u Bolsa";"1 Un";"$990"
"106";"(Ref: 501984)";"Post-it";"Nota 4 Colores Neon Caja";"1 Un";"$990"
"107";"(Ref: 287647)";"Marzú";"Set Imánes Redondos con Adhesivo 9 un";"1 Un";"$990"
"108";"(Ref: 641656)";"Paper Mate";"Pack 2 Bolígrafos 0,7 mm InkJoy Color Azul Punta Fina";"1 Un";"$990"
"109";"(Ref: 173800)";"Maped";"Sacapunta Shaker Doble Color Turquesa";"1 Un";"$990"
"110";"(Ref: 470697)";"Torre";"Doble Clips Negros Mix 41mm-32mm 6 Un";"1 Un";"$990"
"111";"(Ref: 254547)";"Marzú";"Set Escarcha 4 Colores Bolsa";"1 Un";"$990"
"112";"(Ref: 298121)";"Pax";"Mi Plasticina 12 Colores Caja";"1 Un";"$990"
"113";"(Ref: 298140)";"Tratto";"Destacador Fluo Highlighter Amarillo y Rosado (2 Destacadores) Display";"1 Un";"$990"
"114";"(Ref: 347202)";"Maped";"Tijera Reflex 3D Vivo Zurdos";"1 Un";"$990"
"115";"(Ref: 611938)";"Marzú";"Cartón Piedra Negro 55X38 cm";"1 Un";"$990"
"116";"(Ref: 561709)";"Rhein";"Pack Cinta Adhesiva Cristal 18 x 15 3";"3 Un";"$990"
"117";"(Ref: 373150)";"3M";"Cinta Adhesiva Magica";"1 Un";"$1.000"
"118";"(Ref: 262018)";"Proarte";"Cuaderno College 7mm Liso100 Hojas";"1 Un";"$1.000"
"119";"(Ref: 186863)";"3M";"Pos-It de Color 100 Hojas";"1 Un";"$1.000"
"120";"(Ref: 167224)";"Torre";"Cuaderno Universitario Clásico Lito 7 mm 100 Hojas";"1 Un";"$1.090"
"121";"(Ref: 257871)";"Artel";"Marcadores 12 Colores";"1 Un";"$1.090"
"122";"(Ref: 174291)";"Torre";"Cuaderno Clásico";"1 Un";"$1.090"
"123";"(Ref: 270072)";"Bic";"Bolígrafo Cristal Azul (3 Un)";"1 Un";"$1.090"
"124";"(Ref: 166363)";"Torre";"Cuaderno Universitario Clásico Ciudad 7mm 100 Hojas";"1 Un";"$1.090"
"125";"(Ref: 184181)";"Torre";"Cuaderno Universitario Fauna100 Hojas";"1 Un";"$1.090"
"126";"(Ref: 205901)";"Stabilo";"Destacador Original Amarillo";"1 Un";"$1.090"
"127";"(Ref: 641358)";"Artel";"Marcadores Fineliner Classic 5 Colores";"1 Un";"$1.190"
"128";"(Ref: 253957)";"Marzú";"Silicona en Barra Transparente 5 Barras) Bolsa";"1 Un";"$1.190"
"129";"(Ref: 258121)";"Proarte";"Cuaderno Nature";"1 Un";"$1.190"
"130";"(Ref: 292682)";"Torre";"Cuaderno College";"1 Un";"$1.190"
"131";"(Ref: 257535)";"Rhein";"Corchetes 26/6 (5000 Un)";"1 Un";"$1.190"
"132";"(Ref: 641359)";"Artel";"Marcadores Fineliner Fancy 5 Colores";"1 Un";"$1.190"
"133";"(Ref: 259064)";"Bic";"Marcador de Pizarra Negro";"1 Un";"$1.190"
"134";"(Ref: 237486)";"Proarte";"Cuaderno Universitario People and Places Tapa Dura";"1 Un";"$1.190"
"135";"(Ref: 271130)";"Bic";"Plumón Pizarra Azul";"1 Un";"$1.190"
"136";"(Ref: 258128)";"Proarte";"Cuaderno Universitario Paint";"1 Un";"$1.190"
"137";"(Ref: 256360)";"Rhein";"Separadores de Cartulina 6 posiciones Tamaño Oficio";"1 Un";"$1.190"
"138";"(Ref: 641567)";"Proarte";"Cuaderno Universitario 7 mm Tapa Dura Doble Esperial 100 Hojas Vintage";"1 Un";"$1.190"
"139";"(Ref: 608454)";"Adetec";"Etiqueta Decoartiva c/ Lápiz";"1 Un";"$1.190"
"140";"(Ref: 280212)";"Scotch";"Cinta Adhesiva Translúcida";"1 Un";"$1.190"
"141";"(Ref: 608433)";"Sharpie";"Sharpie Chisel X1 NG";"1 Un";"$1.190"
"142";"(Ref: 253437)";"Marzú";"Set de Agujas y Lanas";"1 Un";"$1.190"
"143";"(Ref: 257980)";"Artel";"Carpeta Cartulina 18 Pliegos 14 Colores";"1 Un";"$1.190"
"144";"(Ref: 421994)";"Proarte";"Cuaderno Universitario Tapa Dura Doble Espiral 100 Hojas Color Life (Variedades)";"1 Un";"$1.190"
"145";"(Ref: 255054)";"Faber-Castell";"Lapiz Gráfito Triangular (3 Un)";"1 Un";"$1.190"
"146";"(Ref: 287512)";"Marzú";"Set de Mostacilla colores";"1 Un";"$1.290"
"147";"(Ref: 520090)";"Marzú";"Chenille o Limpia Pipas Colores (50 Un)";"1 Un";"$1.290"
"148";"(Ref: 168212)";"Torre";"Estuche de Papel Volantil";"1 Un";"$1.290"
"149";"(Ref: 252940)";"Faber-Castell";"Marcador de Pizarra Azul";"1 Un";"$1.290"
"150";"(Ref: 476566)";"Faber-Castell";"Sacapuntas";"1 Un";"$1.290"
"151";"(Ref: 250118)";"Giotto";"Marcadores Punta Fina Turbo Maxi (12 Colores) Caja";"1 Un";"$1.290"
"152";"(Ref: 254282)";"Faber-Castell";"Marcador Permanente 52 Azul";"1 Un";"$1.290"
"153";"(Ref: 471111)";"Torre";"Flores Glitter Goma Eva";"1 Un";"$1.290"
"154";"(Ref: 642112)";"Rhein";"Destacador Boss Rosa Pastel pastel Blister";"1 Un";"$1.290"
"155";"(Ref: 343341)";"Artel";"Carpeta Goma Eva 6 Pliegos 6 Colores";"1 Un";"$1.290"
"156";"(Ref: 266861)";"Marzú";"Esterilla 25x40";"1 Un";"$1.290"
"157";"(Ref: 246971)";"Torre";"Stickers de Goma Eva";"1 Un";"$1.290"
"158";"(Ref: 560436)";"Pritt";"Stic Fix Adhesivo en Barra Frasco 40 g";"1 Un";"$1.290"
"159";"(Ref: 607566)";"Sharpie";"Delineador Negro Fino";"1 Un";"$1.290"
"160";"(Ref: 257587)";"Artel";"Carpeta Papeles Entretenidos 16 Diseños 8 Pliegos";"1 Un";"$1.290"
"161";"(Ref: 462104)";"Faber-Castell";"Sacapuntas con Depósito";"1 Un";"$1.290"
"162";"(Ref: 611196)";"Maped";"Sacapunta Conejo";"1 Un";"$1.290"
"163";"(Ref: 247860)";"Maped";"Tijera Reflex 3D Vivo 12 cm Color Azul";"1 Un";"$1.290"
"164";"(Ref: 641328)";"Faber-Castell";"Cinta Correctora 6m";"1 Un";"$1.290"
"165";"(Ref: 252946)";"Faber-Castell";"Marcador de Pizarra Negro";"1 Un";"$1.290"
"166";"(Ref: 641655)";"Paper Mate";"Pack 3 Bolígrafos 0,7 mm InkJoy Colores Punta Fina";"1 Un";"$1.290"
"167";"(Ref: 421845)";"Faber-Castell";"Sacapuntas Triangular Grip";"1 Un";"$1.290"
"168";"(Ref: 429532)";"Torre";"Cartón Corrugado 6 Pliegos - 6 Colores";"1 Un";"$1.290"
"169";"(Ref: 256663)";"Artel";"Block Texturado Doblefaz 99 1/8 20 Hojas";"1 Un";"$1.290"
"170";"(Ref: 246975)";"Torre";"Stickers de Goma Eva 85 Un";"1 Un";"$1.290"
"171";"(Ref: 471113)";"Torre";"Figuras de Goma Eva (Variedades) Nubes y Plantas";"1 Un";"$1.290"
"172";"(Ref: 159629)";"Proarte";"Estuche Cartulinas Fluorecente 6 Colores Paquete 12 Un";"1 Un";"$1.290"
"173";"(Ref: 561706)";"Rhein";"Cinta Adhesiva Cristal";"";"$1.290"
"174";"(Ref: 567596)";"Newel";"Minas 1,3 mm N°2 HB";"1 Un";"$1.290"
"175";"(Ref: 397338)";"Paper Mate";"Bolígrafo con Inkjoy Azul, Rojo y Negro Display (3 Un)";"1 Un";"$1.290"
"176";"(Ref: 257995)";"Artel";"Carpeta Papel Lustre 20 Pliegos 14 Colores";"1 Un";"$1.290"
"177";"(Ref: 238164)";"Faber-Castell";"2 Tubos de Minas 0.7";"1 Un";"$1.290"
"178";"(Ref: 173145)";"Artel";"Caja 12 Grafitos con Goma";"1 Un";"$1.290"
"179";"(Ref: 258080)";"Maped";"Sacapunta Croc Croc Doble";"1 Un";"$1.290"
"180";"(Ref: 254675)";"Faber-Castell";"Marcador de Pizarra Rojo";"1 Un";"$1.290"
"181";"(Ref: 238142)";"Faber-Castell";"Minas 0,5 mm 2 Un";"1 Un";"$1.290"
"182";"(Ref: 674081)";"Paper Mate";"Corrector Líquido";"1 Un";"$1.290"
"183";"(Ref: 523159)";"Faber-Castell";"Cartulina Colores 18 Pliegos 24,8 x 34,6 cm";"1 Un";"$1.290"
"184";"(Ref: 254270)";"Faber-Castell";"Marcador 52 Permanente Punta Redonda Negro";"1 Un";"$1.290"
"185";"(Ref: 523162)";"Faber-Castell";"Papel Entretenido 9 Pliegos 24,8 x 34,6 cm (18 Diseños)";"1 Un";"$1.290"
"186";"(Ref: 642111)";"Rhein";"Destacador Boss Turquesa pastel Blister";"1 Un";"$1.290"
"187";"(Ref: 239803)";"Torre";"Estuche Cartulina de Colores";"1 Un";"$1.290"
"188";"(Ref: 255034)";"Faber-Castell";"Tubo de Minas 0,5 2B 2 Un";"1 Un";"$1.290"
