"codigo";"Marca";"descripcion";"cantidad";"precio"
"185";"(Ref: 269262)";"Simond's";"Mamadera Anatómica 2 Etapas";"320 ml";"$4.990"
"186";"(Ref: 614191)";"PediaSure";"Pack Complemento Nutricional Vainilla Líquido (4 Un de 237 ml c/u)";"498 ml";"$4.990"
"187";"(Ref: 260047)";"Avent";"Tetina Flujo Denso";"1 Un";"$4.990"
"188";"(Ref: 598138)";"Nidal";"Fórmula Láctea Infantil de Inicio Para Lactantes Tarro";"400 g";"$5.090"
"189";"(Ref: 547349)";"Simond's";"Mamadera SoftFlex Natural";"270 ml";"$5.390"
"190";"(Ref: 591833)";"Best House";"Adaptador de Baño Acolchado";"1 un";"$5.490"
"191";"(Ref: 254164)";"Pigeon";"Biberón de Vidrio Boca Ancha";"50 ml";"$5.990"
"192";"(Ref: 547365)";"Best House";"Limpiador de Biberones 700 Ml";"1 un";"$5.990"
"193";"(Ref: 288427)";"Best House";"Portamamaderas";"1 Un";"$5.990"
"194";"(Ref: 547121)";"Avent";"Mamadera Classic +";"330 ml";"$5.990"
"195";"(Ref: 547120)";"Avent";"Mamadera Classic +";"260 ml";"$5.990"
"196";"(Ref: 254150)";"Pigeon";"Mamadera Vidrio 120 ml";"1 Un";"$5.990"
"197";"(Ref: 448914)";"Kendy";"Bañera Anatómica (Surtido)";"1 Un";"$6.590"
"198";"(Ref: 626390)";"Avent";"Vaso Con Boquilla";"1 Un";"$6.690"
"199";"(Ref: 626389)";"Avent";"Vaso Con Boquilla";"1 Un";"$6.690"
"200";"(Ref: 295267)";"Avent";"Chupete Anatómico";"6 a 18 Meses";"$6.690"
"201";"(Ref: 383435)";"Avent";"Chupete Translúcidos";"1 Un";"$6.690"
"202";"(Ref: 542551)";"Safety 1st";"Arnes para paseo";"1 Un";"$6.990"
"203";"(Ref: 649830)";"Parent's Choice";"Set de Seguridad oara Bebes";"1 Un";"$6.990"
"204";"(Ref: 522522)";"Nuk";"Mamadera 300 ml";"1 Un";"$7.390"
"205";"(Ref: 308140)";"Nuk";"Active Cup 24+";"1 un";"$7.390"
"206";"(Ref: 308137)";"Nuk";"Mamadera 300 ml";"1 Un";"$7.490"
"207";"(Ref: 308146)";"Nuk";"Training Cup 6+";"1 un";"$7.490"
"208";"(Ref: 646605)";"Avent";"Mamadera 125ML Classic+ B";"";"$7.490"
"209";"(Ref: 547114)";"Avent";"Chupete Mini 0-2 meses";"2 Un";"$7.490"
"210";"(Ref: 672465)";"Avent";"Mamadera 330ML Classic+ B";"";"$7.490"
"211";"(Ref: 547115)";"Avent";"Chupete Mini 0-2 meses niña";"2 Un";"$7.490"
"212";"(Ref: 638467)";"Naspira";"Naso-Oral Para La Nariz Congest Del Bebe";"1 Un";"$7.700"
"213";"(Ref: 522524)";"Nuk";"Vaso Disney Sport";"1 un";"$8.190"
"214";"(Ref: 522531)";"Nuk";"Vaso Active";"1 un";"$8.190"
"215";"(Ref: 522530)";"Nuk";"Vaso Aprendizaje";"1 un";"$8.390"
"216";"(Ref: 442628)";"Nan";"Fórmula Láctea Infantil en Polvo Junior 3 Tarro";"800 g";"$8.750"
"217";"(Ref: 561736)";"Mothers Assistant";"Ma Moonwalker";"1 Un";"$8.990"
"218";"(Ref: 434947)";"Tommee Tippee";"Mamadera con Tetina de Flujo Lento Caja";"260 ml";"$8.990"
"219";"(Ref: 591751)";"Fisher Price";"Cubierta Coche Impermeable";"1 Un";"$9.990"
"220";"(Ref: 381078)";"San Remo";"Bañera Infantil 25 Litros (Surtido)";"1 Un";"$9.990"
"221";"(Ref: 265165)";"Best House";"Asiento Para Bañera";"1 un";"$9.990"
"222";"(Ref: 236519)";"Best House";"Hamaca Para Bañera";"1 un";"$9.990"
"223";"(Ref: 675231)";"Infanti";"Parasol Sunny Travel M";"1 Un";"$9.990"
"224";"(Ref: 253256)";"Dulccitto";"Triangulo de Seguridad";"1 Un";"$9.990"
"225";"(Ref: 315357)";"Simond's";"Extractor de Leche Manual Portátil Natural Touch Display";"1 Un";"$10.790"
"226";"(Ref: 606772)";"Bebeglo";"Alzador RS-3060 Negro";"";"$10.990"
"227";"(Ref: 515155)";"Similac";"Fórmula Láctea Similac 3";"900 g";"$11.490"
"228";"(Ref: 419345)";"Nan";"Formula Láctea en Polvo Para Lactantes Lata";"400 g";"$11.990"
"229";"(Ref: 659589)";"Bebeglo";"Porta Bebé (Surtido)";"1 Un";"$14.990"
"230";"(Ref: 640344)";"Infanti";"Espejo Retrovisor L";"1 Un";"$14.990"
"231";"(Ref: 670292)";"Nan";"Fórmula Láctea de Continuación en Polvo L -2 Confortis";"1,1 Kg";"$14.990"
"232";"(Ref: 270795)";"Nan";"Fórmula Láctea en Polvo Pro 2";"900 g";"$15.390"
"233";"(Ref: 507606)";"Nan";"Fórmula Láctea en Polvo Comfort Tarro";"800 g";"$17.890"
"234";"(Ref: 558411)";"PediaSure";"Complemento Nutricional para Niños Chocolate Tarro";"900 g";"$17.990"
"235";"(Ref: 541787)";"Bebesit";"Monitor de Audio";"1 Un";"$17.990"
"236";"(Ref: 558414)";"Pediasure";"Complemento Nutricional para Niños Frutilla Tarro";"900 g";"$17.990"
"237";"(Ref: 297138)";"Similac";"Fórmula Láctea Similac 1";"900 g";"$19.490"
"238";"(Ref: 591832)";"Dulccitto";"Cojin Anti Reflujo";"1 Un";"$19.990"
"239";"(Ref: 591829)";"Fisher Price";"Espejo Retrovisor para Autos";"1 Un";"$19.990"
"240";"(Ref: 639577)";"Bebesit";"Cojín para Amamantar";"1 Un";"$19.990"
"241";"(Ref: 349134)";"Nestlé";"Fórmula Láctea Infantil en Polvo Althéra Tarro";"450 g";"$20.990"
"242";"(Ref: 678876)";"Safety";"Puerta de Seguridad Ajuste Fácil";"1 Un";"$24.990"
"243";"(Ref: 625587)";"Bebeglo";"Gimnasio Cebra RS-17270";"";"$25.990"
"244";"(Ref: 625588)";"Bebeglo";"Gimnasio Unicornio RS-17290";"";"$27.990"
"245";"(Ref: 625589)";"Bebeglo";"Gimnasio Jurásico RS-17310";"";"$27.990"
"246";"(Ref: 623527)";"Disney";"Coche Paseo Calipso 104C";"";"$30.000"
"247";"(Ref: 614189)";"Similac";"Fórmula Láctea Total Comfort 1&2";"1400 g";"$32.390"
"248";"(Ref: 261600)";"Ballerina";"Jabón Líquido Hipoalergénico";"900 ml";"$1.190"
"249";"(Ref: 543258)";"Simond's";"Bálsamo Acondicionador Natural para Niños Manzanilla Botella";"610 ml";"$2.890"
"250";"(Ref: 262876)";"Hipoglós";"Crema para las Coceduras Caja";"100 g";"$5.390"
"251";"(Ref: 252143)";"Simond's";"Pomada Coceduras Gloss";"120 g";"$3.790"
"252";"(Ref: 514817)";"Simond's";"Jabón Baby Glicerina Afrecho";"750 ml";"$1.790"
"253";"(Ref: 543259)";"Simond's";"Bálsamo Acondicionador para Niños Baby Care Botella";"610 ml";"$2.890"
