"codigo";"Marca";"descripcion";"precio"
"1";"(Ref: 672774)";"
Parent's Choice";"Wipes Biodegradables (120 Un)";"$1.990"
"2";"(Ref: 672775)";"
Parent's Choice";"Wipes Biodegradables (140 Un)";"$1.990"
"3";"(Ref: 622340)";"Parent's Choice";"Toallitas Húmedas Ultra Soft con Aceite de Emu y sin Aroma (2 Un de 80 Un c/u)";"$1.990"
"4";"(Ref: 639444)";"Babysec";"Toallitas Húmedas Suaves Premium (2 Un 80 c/u)";"$1.990"
"5";"(Ref: 638958)";"Emuwipes";"Toallitas Húmedas Premium 85 Un c/u Bolsa";"$2.490"
"6";"(Ref: 638957)";"Emuwipes";"Toallitas Húmedas sin Alcohol (2 Bolsas de 80 Un c/u) Bolsa 2 Un";"$1.990"
"7";"(Ref: 562770)";"Huggies";"Toallitas Húmedas One Done";"$1.000"
"8";"(Ref: 264904)";"Babysec";"Toallas Húmedas Bolsa";"$1.290"
"9";"(Ref: 631399)";"Huggies";"Toallitas Húmedas Premium";"$4.990"
"10";"(Ref: 346178)";"Babysec";"Pañales Sabanillas Infantiles 8 Un";"$2.634"
"11";"(Ref: 654244)";"Huggies";"Toallitas Húmedas Soft Skin";"$990"
"12";"(Ref: 622346)";"Parent's Choice";"Pack 2 Toallitas Húmedas Manos y Carita";"$990"
"13";"(Ref: 638954)";"Simond's";"Toallitas Húmedas Gloss (2 Un de 80 Un c/u)";"$2.990"
"14";"(Ref: 638869)";"Simond's";"Toallitas Húmedas Baby Care con Aloe";"$2.990"
"15";"(Ref: 622345)";"Parent's Choice";"Pack Toallitas Húmedas Piel Sensible";"$1.490"
"16";"(Ref: 622341)";"Parent's Choice";"Toallitas Húmedas Ultra Soft con Aceite de Emu";"$890"
"17";"(Ref: 622347)";"Parent's Choice";"Toallitas Húmedas Manitos y Caritas";"$590"
"18";"(Ref: 672773)";"
Parent's Choice";"Wipes Biodegradables (40 Un)";"$890"
"19";"(Ref: 608068)";"Huggies";"Toallitas Húmedas Manitos y Carita";"$990"
"20";"(Ref: 691002)";"Babysec";"Toallitas Humedas Super Premium";"$1.090"
"21";"(Ref: 622342)";"Parent's Choice";"Toallitas Húmedas Ultra Soft con Aceite de Emu 135 Un";"$1.990"
"22";"(Ref: 541113)";"Safety 1st";"Jarro para Baño";"$1.990"
"23";"(Ref: 622343)";"Parent's Choice";"Toallitas Húmedas Ultra Soft con Aceite de Emu 160 Un";"$1.990"
"24";"(Ref: 654247)";"Huggies";"Toallitas Húmedas Limpieza y Frescura";"$2.090"
"25";"(Ref: 638868)";"Simond's";"Toallitas Húmedas Baby Care";"$2.990"
"26";"(Ref: 622344)";"Parent's Choice";"Toallitas Húmedas Ultra Soft con Aceite de Emu 400 Un";"$3.990"
"27";"(Ref: 265110)";"Bambino";"Mudadores Basics";"$4.990"
"28";"(Ref: 695696)";"Tommee Tippee";"Contenedor de Pañales Sangenic";"$19.990"
"29";"(Ref: 658194)";"Great Value";"Aceite De Coco";"$3.990"
"30";"(Ref: 293383)";"Chef";"Aceite de Maravilla Botella";"$1.430"
"31";"(Ref: 270117)";"Lider";"Aceite 100% Maravilla Botella";"$1.190"
"32";"(Ref: 250724)";"Natura";"Aceite 100% Maravilla Botella";"$1.590"
"33";"(Ref: 293387)";"Belmont";"Aceite Vegetal Botella";"$1.550"
"34";"(Ref: 519205)";"Acuenta";"Aceite 100% Vegetal Botella";"$790"
"35";"(Ref: 646434)";"Miraflores";"Aceite Vegetal";"$1.000"
"36";"(Ref: 279170)";"Banquete";"Aceite de Oliva Extra Virgen Botella";"$2.990"
"37";"(Ref: 603390)";"Lider";"Aceite de Oliva Extra Virgen Bidón";"$13.290"
"38";"(Ref: 259691)";"Lider";"Aceite de Oliva Extra Virgen Botella";"$5.650"
"39";"(Ref: 542723)";"Terra Santa";"Aceite de Oliva Extra Virgen Botella";"$5.950"
"40";"(Ref: 330486)";"Sol de Aculeo";"Aceite de Oliva Extra Virgen Pet Transparente";"$10.550"
"41";"(Ref: 243216)";"Huasco";"Aceite de Oliva Extra Virgen Botella";"$6.550"
"42";"(Ref: 455151)";"Chef";"Aceite de Oliva Botella";"$5.950"
"43";"(Ref: 257336)";"Chef";"Aceite 100% Pepita de Uva Botella";"$4.850"
"44";"(Ref: 243129)";"Natura";"Aceite 100% Maravilla Botella";"$2.060"
"45";"(Ref: 278995)";"Kardámili";"Aceite de Oliva Extra Virgen Botella";"$6.850"
"46";"(Ref: 455153)";"Belmont";"Aceite de Canola Botella";"$2.150"
"47";"(Ref: 279004)";"Arbequina";"Aceite de Oliva Botella";"$2.950"
"48";"(Ref: 257350)";"Chef";"Aceite de Oliva Extra Virgen Botella";"$3.090"
"49";"(Ref: 257282)";"Mazola";"Aceite Canola Botella";"$2.450"
"50";"(Ref: 263959)";"Lider";"Aceite de Oliva Extra Virgen Botella";"$2.690"
"51";"(Ref: 264259)";"Talliani";"Aceto Balsámico Botella";"$2.890"
"52";"(Ref: 454778)";"Oro Maule";"Aceite de Oliva Extra Virgen Botella";"$5.390"
"53";"(Ref: 485282)";"Lobos";"Sal de Mesa";"$350"
"54";"(Ref: 259773)";"Sol de Aculeo";"Aceite Oliva Extra Virgen Arbequina Sol de Aculeo Botella";"$5.190"
"55";"(Ref: 342957)";"Acuenta";"Aceite Vegetal Bidón";"$4.400"
"56";"(Ref: 279182)";"Banquete";"Aceite de Oliva Extra Virgen Botella";"$6.830"
"57";"(Ref: 260613)";"Gourmet";"Salsa de Soya Botella";"$1.930"
"58";"(Ref: 473506)";"Talliani";"Aceite de Oliva Extra Virgen Botella";"$6.790"
"59";"(Ref: 381400)";"Miraflores";"Aceite de Maravilla Botella";"$1.670"
"60";"(Ref: 293022)";"Lobos";"Sal de Mar Bolsa";"$1.050"
"61";"(Ref: 279404)";"Traverso";"Sucedáneo de Limón Botella";"$1.420"
"62";"(Ref: 441732)";"Olave";"Aceite de Oliva Extra Virgen Selection Botella";"$6.610"
"63";"(Ref: 279107)";"Kardámili";"Aceite de Oliva Extra Virgen Botella";"$3.690"
"64";"(Ref: 307400)";"Olivo de Plata";"Aceite de Oliva Extra Virgen Botella";"$5.390"
"65";"(Ref: 534446)";"Natura";"Aceite 100% Maravilla Botella";"$3.750"
"66";"(Ref: 265396)";"Gourmet";"Salsa de Soya Light Botella";"$2.290"
"67";"(Ref: 460626)";"Sol de Aculeo";"Aceite de Oliva Extra Virgen Bidón";"$23.090"
"68";"(Ref: 550722)";"Gourmet";"Orégano Entero Bolsa";"$570"
"69";"(Ref: 279829)";"Lider";"Vinagre de Vino Blanco Bidón";"$2.790"
"70";"(Ref: 658320)";"Lider";"Ajo en Polvo";"$160"
"71";"(Ref: 257301)";"Chef";"Aceite 100% Puro de Maíz Botella";"$2.690"
"72";"(Ref: 279101)";"Kardámili";"Aceite de Oliva Extra Virgen Classic Botella";"$2.350"
"73";"(Ref: 248496)";"Acuenta";"Aceite 100% Vegetal Botella";"$1.450"
"74";"(Ref: 279430)";"Traverso";"Sucedaneo Jugo de Limón Normal Botella";"$791"
"75";"(Ref: 279831)";"Lider";"Sucedáneo de Jugo de Limón Bidón";"$2.810"
"76";"(Ref: 242079)";"La Fuente Natural";"Sal de Mar Gruesa Bolsa";"$1.450"
"77";"(Ref: 341106)";"Gourmet";"Ajo en Polvo Frasco";"$950"
"78";"(Ref: 671856)";"Belmont";"Aceite 100% Vegetal";"$1.150"
"79";"(Ref: 659226)";"Lider";"Bicarbonato de Sodio";"$310"
"80";"(Ref: 279876)";"Lider";"Vinagre de Vino Tinto Botella";"$590"
"81";"(Ref: 550715)";"Gourmet";"Aliño Completo Bolsa";"$680"
"82";"(Ref: 413617)";"Chef";"Aceite de Maravilla Bidón";"$8.490"
"83";"(Ref: 279160)";"Banquete";"Aceite de Oliva Extra Virgen Banquete Botella";"$2.390"
"84";"(Ref: 252859)";"Casta de Peteroa";"Aceite de Oliva Extra Virgen";"$16.640"
"85";"(Ref: 520953)";"Gourmet";"Sazonador en Polvo para Arroz 6 Sobres) Bolsa";"$490"
"86";"(Ref: 262207)";"Lobos";"Sal Fina Bolsa";"$491"
"87";"(Ref: 550698)";"Gourmet";"Canela Entera Bolsa";"$551"
"88";"(Ref: 550710)";"Gourmet";"Pimienta Negra Entera Bolsa";"$420"
"89";"(Ref: 279453)";"Traverso";"Aceto Balsámico Reserva Real Botella";"$1.350"
"90";"(Ref: 485341)";"Lobos";"Sal Cocina Bolsa";"$360"
"91";"(Ref: 367629)";"Lee Kum Kee";"Aceite Puro de Sésamo Botella";"$3.890"
"92";"(Ref: 411051)";"Selección";"Aceite de Oliva Especiado Albahaca Botella";"$2.190"
"93";"(Ref: 254878)";"Casta de Peteroa";"Aceite de Oliva Extra Virgen Botella";"$3.120"
"94";"(Ref: 253667)";"Olave";"Aceite de Oliva Extra Virgen Botella";"$3.350"
"95";"(Ref: 260898)";"Gourmet";"Pimienta Negra Molida Bolsa";"$441"
"96";"(Ref: 262174)";"Lobos";"Sal Yodada Frasco";"$310"
"97";"(Ref: 253833)";"Biosal";"Sal Bio Diet Pote";"$1.591"
"98";"(Ref: 260895)";"Gourmet";"Ajo Puro Bolsa";"$190"
"99";"(Ref: 254886)";"Casta de Peteroa";"Pack Aceto Balsámico + Aceite de Oliva Botella";"$5.250"
"100";"(Ref: 259455)";"Sol de Aculeo";"Aceite Oliva Extra Virgen Sol de Aculeo Botella";"$3.440"
"101";"(Ref: 643540)";"Gourmet";"Sal Rosada del Himalaya";"$2.890"
"102";"(Ref: 332284)";"Banquete";"Aceite de Oliva Extra Virgen Intenso Botella";"$3.730"
"103";"(Ref: 259780)";"Sol de Aculeo";"Aceite de Oliva Extra Virgen Blend Botella";"$6.450"
"104";"(Ref: 254436)";"Lobos";"Pote Sal Lobos Lobos Pote";"$830"
"105";"(Ref: 279421)";"Traverso";"Vinagre vino rosado Traverso Botella";"$720"
"106";"(Ref: 658328)";"Lider";"Oregano Entero";"$260"
"107";"(Ref: 259034)";"Sol de Aculeo";"Aceite de Oliva Extra Virgen Botella";"$3.450"
"108";"(Ref: 279872)";"Lider";"Vinagre de Vino Blanco Botella";"$590"
"109";"(Ref: 411050)";"Selección";"Aceite de Oliva Especiado Ajo Botella";"$2.190"
"110";"(Ref: 439935)";"Gourmet";"Mix de Pimientas Frasco";"$3.290"
"111";"(Ref: 278653)";"Kardámili";"Aceite de Oliva Extra Virgen con Aceto Balsámico de Modena Botella";"$1.910"
"112";"(Ref: 658324)";"Lider";"Canela Molida";"$260"
"113";"(Ref: 279424)";"Traverso";"Vinagre de Vino Blanco Botella";"$720"
"114";"(Ref: 602278)";"Great Value";"Aceite de Oliva en Aerosol Lata";"$3.090"
"115";"(Ref: 279449)";"Traverso";"Sucedáneo de Jugo de Limón Bidón";"$3.390"
"116";"(Ref: 659223)";"Lider";"Ají de Color en Polvo";"$590"
"117";"(Ref: 658322)";"Lider";"Bicarbonato de Sodio";"$90"
"118";"(Ref: 260881)";"Gourmet";"Bicarbonato Bolsa";"$100"
"119";"(Ref: 658321)";"Lider";"Aliño Completo en Polvo";"$120"
"120";"(Ref: 658319)";"Lider";"Ají de Color en Polvo";"$140"
"121";"(Ref: 260886)";"Gourmet";"Aliño Completo Gourmet Display";"$161"
"122";"(Ref: 659230)";"Lider";"Curry en Polvo";"$170"
"123";"(Ref: 658326)";"Lider";"Comino Molido";"$170"
"124";"(Ref: 659224)";"Lider";"Albahaca Deshidratado";"$180"
"125";"(Ref: 260914)";"Gourmet";"Ají de Color Molido Bolsa";"$180"
"126";"(Ref: 658327)";"Lider";"Merquen";"$180"
"127";"(Ref: 260917)";"Gourmet";"Ajo Sal Condimentada Bolsa";"$190"
"128";"(Ref: 550704)";"Gourmet";"Curry en Polvo Bolsa";"$200"
"129";"(Ref: 658325)";"Lider";"Cebolla en Polvo";"$200"
"130";"(Ref: 260890)";"Gourmet";"Condimento Pimentón Paprika Sobre";"$200"
"131";"(Ref: 550700)";"Gourmet";"Albahaca Bolsa";"$210"
"132";"(Ref: 658329)";"Lider";"Orégano Molido deshidratado";"$230"
"133";"(Ref: 550701)";"Gourmet";"Cebolla en Polvo Bolsa";"$230"
"134";"(Ref: 660397)";"Lider";"Comino Entero";"$230"
"135";"(Ref: 550712)";"Gourmet";"Merquén Bolsa";"$240"
"136";"(Ref: 550703)";"Gourmet";"Clavo de Olor Molido Bolsa";"$241"
"137";"(Ref: 659227)";"Lider";"Clavo de Olor Entero";"$250"
"138";"(Ref: 260901)";"Gourmet";"Comino Molido Sobre";"$260"
"139";"(Ref: 550711)";"Gourmet";"Romero Bolsa";"$260"
"140";"(Ref: 660401)";"Lider";"Nuez Moscada Molida";"$260"
"141";"(Ref: 660395)";"Lider";"Romero Deshidatado";"$260"
"142";"(Ref: 260907)";"Gourmet";"Comino Entero Bolsa";"$270"
"143";"(Ref: 659231)";"Lider";"Jengibre molido";"$270"
"144";"(Ref: 660404)";"Lider";"Laurel";"$270"
"145";"(Ref: 550709)";"Gourmet";"Orégano Molido Bolsa";"$270"
"146";"(Ref: 660398)";"Lider";"Ciboulette Deshidratado";"$290"
"147";"(Ref: 659233)";"Lider";"Perejil Deshidratado";"$290"
"148";"(Ref: 643542)";"Gourmet";"Tomillo en Hojas";"$290"
"149";"(Ref: 660396)";"Lider";"Tomillo Deshidratado";"$290"
"150";"(Ref: 550713)";"Gourmet";"Clavo de Olor Entero Bolsa";"$291"
"151";"(Ref: 550714)";"Gourmet";"Jengibre Molido Sobre";"$291"
"152";"(Ref: 550708)";"Gourmet";"Nuez Moscada Molida Bolsa";"$300"
"153";"(Ref: 527737)";"Lider";"Sal Gruesa de Cocina Bolsa";"$300"
"154";"(Ref: 660399)";"Lider";"Eneldo Deshidratado";"$300"
"155";"(Ref: 260911)";"Gourmet";"Canela Molida Bolsa";"$300"
"156";"(Ref: 260725)";"Gourmet";"Orégano Entero Natural Bolsa";"$301"
"157";"(Ref: 660393)";"Lider";"Sesámo Tostado";"$310"
"158";"(Ref: 660400)";"Lider";"Nuez Moscada Entera";"$330"
"159";"(Ref: 550721)";"Gourmet";"Laurel Seleccionado Bolsa";"$330"
"160";"(Ref: 626174)";"Gourmet";"Ciboulette";"$340"
"161";"(Ref: 550719)";"Gourmet";"Perejil Deshidratado Bolsa";"$341"
"162";"(Ref: 550706)";"Gourmet";"Eneldo Bolsa";"$350"
"163";"(Ref: 659969)";"Gourmet";"Bicarbonato de Sodio";"$360"
"164";"(Ref: 659234)";"Lider";"Pimienta Negra Entera";"$360"
"165";"(Ref: 659229)";"Lider";"Cúrcuma Molida";"$370"
"166";"(Ref: 550707)";"Gourmet";"Estragón Bolsa";"$370"
"167";"(Ref: 658330)";"Lider";"Pimienta Negra Molida";"$380"
"168";"(Ref: 676063)";"Gourmet";"Nuez Moscada Entera";"$380"
"169";"(Ref: 676062)";"Gourmet";"Ajo en Hojuelas";"$390"
"170";"(Ref: 242007)";"Don Juan";"Jugo de limón sucedáneo Don Juan Botella";"$390"
"171";"(Ref: 260834)";"Gourmet";"Pimienta Molida Gruesa Tradicional Bolsa";"$410"
"172";"(Ref: 527739)";"Lider";"Sal Fina Doypack";"$410"
"173";"(Ref: 242050)";"Don Juan";"Vinagre de Vino Rosado Don Juan Botella";"$420"
"174";"(Ref: 242062)";"Don Juan";"Vinagre de Vino Blanco Don Juan Botella";"$420"
"175";"(Ref: 625931)";"Lider";"Sal Frasco Normal";"$440"
"176";"(Ref: 643541)";"Gourmet";"Cúrcuma Molida";"$480"
"177";"(Ref: 253842)";"Lobos";"Sal yodada Lobos Frasco";"$491"
"178";"(Ref: 659225)";"Lider";"Aliño Completo en Polvo";"$510"
"179";"(Ref: 660394)";"Lider";"Pimienta Blanca Molida";"$570"
"180";"(Ref: 550717)";"Gourmet";"Pimentón Paprika Bolsa";"$590"
"181";"(Ref: 625933)";"Lider";"Sal Frasco";"$600"
"182";"(Ref: 660406)";"Lider";"Pimentón Paprika";"$610"
"183";"(Ref: 260904)";"Gourmet";"Condimento Pimienta Blanca Molida Bolsa";"$650"
"184";"(Ref: 527741)";"Lider";"Sal Fina de Mesa Pote";"$690"
"185";"(Ref: 279874)";"Lider";"Sucedáneo de Jugo de Limón de Pica Botella";"$700"
"186";"(Ref: 586041)";"Winkler";"Cebolla Crispy Sabor Tocino";"$730"
"187";"(Ref: 527743)";"Lider";"Sal Parrillera Frasco";"$760"
"188";"(Ref: 537050)";"Traverso";"Vinagre de Alcohol Botella";"$770"
"189";"(Ref: 260606)";"Gourmet";"Condimento Pimentón Gourmet Caja";"$770"
"190";"(Ref: 586042)";"Winkler";"Cebolla Crispy Apanada";"$790"
"191";"(Ref: 253854)";"Lobos";"Sal Parrillera Mediana Botella";"$840"
"192";"(Ref: 262137)";"Biosal";"Sal Yodada Potasio Frasco";"$890"
"193";"(Ref: 341104)";"Gourmet";"Sésamo Tostado Frasco";"$890"
"194";"(Ref: 341121)";"Gourmet";"Ajo Sal Condimentada Frasco";"$890"
"195";"(Ref: 458716)";"Romero";"Romero Linea Gourmet Caja";"$890"
"196";"(Ref: 458709)";"Orégano";"Orégano Bandeja";"$890"
"197";"(Ref: 586034)";"Lider";"Sal de Mar Natural Doypack";"$890"
"198";"(Ref: 266966)";"Sakura";"Salsa de Soya Light Frasco";"$900"
"199";"(Ref: 611126)";"Gourmet";"Sazonador para Fajitas";"$910"
"200";"(Ref: 279427)";"Traverso";"Sucedáneo Limón de Pica Traverso Botella";"$920"
"201";"(Ref: 243741)";"Gourmet";"Sazonador Para Guacamole Sobre";"$930"
"202";"(Ref: 341110)";"Gourmet";"Cúrcuma Molida Frasco";"$950"
"203";"(Ref: 676225)";"Winkler";"Sal BBQ";"$950"
"204";"(Ref: 341103)";"Gourmet";"Merquén Frasco";"$950"
"205";"(Ref: 689722)";"Lobos";"Bolsa sal de mar fina Lobos";"$950"
"206";"(Ref: 676227)";"Winkler";"Sal Romero";"$950"
"207";"(Ref: 676224)";"Winkler";"Sal Tomate Albahaca";"$950"
"208";"(Ref: 676221)";"Winkler";"Sal Ajo Pimienta";"$950"
"209";"(Ref: 341105)";"Gourmet";"Ají de Color Molido Frasco";"$950"
"210";"(Ref: 676223)";"Winkler";"Sal AjÍ Ahumado";"$950"
"211";"(Ref: 341118)";"Gourmet";"Romero Deshidratado Frasco";"$950"
"212";"(Ref: 341114)";"Gourmet";"Jengibre Molido Frasco";"$950"
"213";"(Ref: 341111)";"Gourmet";"Curry en Polvo Frasco";"$950"
"214";"(Ref: 341120)";"Gourmet";"Canela Molida Frasco";"$950"
"215";"(Ref: 676226)";"Winkler";"Sal Mostaza";"$950"
"216";"(Ref: 676222)";"Winkler";"Sal Vino Tinto";"$950"
"217";"(Ref: 659228)";"Lider";"Comino Molido";"$980"
"218";"(Ref: 533957)";"Gourmet";"Clavo de Olor Molido Frasco";"$980"
"219";"(Ref: 341117)";"Gourmet";"Orégano Molido Frasco";"$990"
"220";"(Ref: 341113)";"Gourmet";"Estragón Frasco";"$990"
"221";"(Ref: 341115)";"Gourmet";"Mostaza Molida Frasco";"$990"
"222";"(Ref: 341108)";"Gourmet";"Aliño Completo Frasco";"$990"
"223";"(Ref: 341109)";"Gourmet";"Comino Molido Frasco";"$990"
"224";"(Ref: 341119)";"Gourmet";"Perejil Deshidratado Frasco";"$990"
"225";"(Ref: 341101)";"Gourmet";"Tomillo en Hojas Frasco";"$990"
"226";"(Ref: 341124)";"Gourmet";"Ají No Moto";"$990"
"227";"(Ref: 341107)";"Gourmet";"Albahaca Frasco";"$990"
"228";"(Ref: 341112)";"Gourmet";"Eneldo Frasco";"$990"
"229";"(Ref: 533203)";"Winkler";"Sal y Ají Ahumado Frasco";"$1.000"
"230";"(Ref: 259921)";"Pancho Villa";"Sazonador para Guacamole Sobre";"$1.050"
"231";"(Ref: 258486)";"Pancho Villa";"Sazonador para Burritos Sobre";"$1.050"
"232";"(Ref: 259935)";"Pancho Villa";"Sazonador para Fajitas Sobre";"$1.050"
"233";"(Ref: 550716)";"Gourmet";"Comino Molido Bolsa";"$1.090"
"234";"(Ref: 253713)";"Casta de Peteroa";"Vinagre de Cabernet Sauvignon Botella";"$1.091"
"235";"(Ref: 551216)";"Winkler";"Limón en Polvo Frasco";"$1.150"
"236";"(Ref: 658197)";"Lider";"Aceite Vegetal Soya";"$1.150"
"237";"(Ref: 260827)";"Gourmet";"Salsa de Soya Líquida Natural Botella";"$1.150"
"238";"(Ref: 611127)";"Lobos";"Sal de Mar Extra Gruesa Doypack";"$1.250"
"239";"(Ref: 260097)";"Gourmet";"Salsa de Soya Light Botella";"$1.350"
"240";"(Ref: 659968)";"Gourmet";"Clavo de Olor Entero";"$1.350"
"241";"(Ref: 550687)";"Winkler";"Eneldo Picado Frasco";"$1.350"
"242";"(Ref: 550689)";"Winkler";"Laurel Hoja Frasco";"$1.350"
"243";"(Ref: 550682)";"Winkler";"Ajo en Grano Frasco";"$1.350"
"244";"(Ref: 437033)";"De Camacho";"Chimichurri Bidon";"$1.390"
"245";"(Ref: 172675)";"Marco Polo";"Aceto Balsámico Botella";"$1.400"
"246";"(Ref: 341122)";"Gourmet";"Pimienta Blanca Molida Frasco";"$1.420"
"247";"(Ref: 341126)";"Gourmet";"Pimienta Negra Molida Gruesa Frasco";"$1.420"
"248";"(Ref: 341123)";"Gourmet";"Pimienta Negra Molida Frasco";"$1.420"
"249";"(Ref: 242024)";"La Fuente Natural";"Vinagre de Manzana La Fuente Natural Botella";"$1.440"
"250";"(Ref: 260548)";"Gourmet";"Alcaparras Gourmet Frasco";"$1.450"
"251";"(Ref: 260599)";"Gourmet";"Ablandador de Carne Botella";"$1.450"
"252";"(Ref: 276571)";"Cock Brand";"Vinagre de Arroz";"$1.450"
"253";"(Ref: 241965)";"Pearl River Bridge";"Salsa de Soya Clara Superior Botella";"$1.460"
"254";"(Ref: 660403)";"Lider";"Pimienta Negra Entera";"$1.470"
"255";"(Ref: 454201)";"Casta de Peteroa";"Vinagre de Manzana";"$1.490"
"256";"(Ref: 625932)";"Lider";"Sal Frasco Light";"$1.490"
"257";"(Ref: 527742)";"Lider";"Sal Light Fina de Mesa Pote";"$1.590"
"258";"(Ref: 625934)";"Lider";"Sal Light 50% Menos de Sofio Frasco";"$1.620"
"259";"(Ref: 540623)";"Thai Heritage";"Salsa de Ostras";"$1.670"
"260";"(Ref: 687715)";"Edra";"Aceto Balsámico";"$1.680"
"261";"(Ref: 533949)";"Winkler";"Pimentón Rojo en Grano Frasco";"$1.690"
"262";"(Ref: 527740)";"Lider";"Sal Light Doypack";"$1.690"
"263";"(Ref: 533935)";"Winkler";"Ají Jalapeño Mix Grano Frasco";"$1.690"
"264";"(Ref: 676059)";"Winkler";"Semilla de Sésamo blanco Frasco";"$1.690"
"265";"(Ref: 676061)";"Winkler";"Semilla de Sésamo TostadoFrasco";"$1.690"
"266";"(Ref: 676060)";"Winkler";"Semilla de Sésamo negro Frasco";"$1.690"
"267";"(Ref: 254893)";"Casta de Peteroa";"Vinagre Balsámico Botella";"$1.700"
"268";"(Ref: 489698)";"Lider";"Aceto Balsamico Botella";"$1.750"
"269";"(Ref: 582184)";"Terra Santa";"Aceto Balsamico Di Modena";"$1.790"
"270";"(Ref: 260621)";"Gourmet";"Condimento Orégano Entero Gourmet Frasco";"$1.790"
"271";"(Ref: 533201)";"Winkler";"Sal, Ajo y Pimienta Frasco";"$1.890"
"272";"(Ref: 660405)";"Lider";"Pimienta Molida";"$1.900"
"273";"(Ref: 251273)";"Selección";"Aceto Balsámico Di Moderna Botella";"$1.901"
"274";"(Ref: 533939)";"Winkler";"Ciboulette Anillos Frasco";"$1.990"
"275";"(Ref: 533941)";"Winkler";"Merquén Molido Frasco";"$1.990"
"276";"(Ref: 489699)";"Lider";"Aceto Balsámico Di Modena Botella";"$1.990"
"277";"(Ref: 533940)";"Winkler";"Cilantro en Hojas Frasco";"$1.990"
"278";"(Ref: 491662)";"Gourmet";"Salvia en Hojas Frasco";"$1.990"
"279";"(Ref: 341116)";"Gourmet";"Nuez Moscada Molida Frasco";"$1.990"
"280";"(Ref: 533936)";"Winkler";"Ajo Escamas Frasco";"$1.990"
"281";"(Ref: 471702)";"Gourmet";"Anis Estrella Sabor Intenso Frasco";"$1.990"
"282";"(Ref: 533946)";"Winkler";"Semilla de Sésamo Negro Frasco";"$1.990"
"283";"(Ref: 537049)";"Traverso";"Vinagre de Manzana Botella";"$2.050"
"284";"(Ref: 399900)";"Gourmet";"Cardamomo Molido Frasco";"$2.090"
"285";"(Ref: 279127)";"Kardámili";"Aceto Balsámico Botella";"$2.090"
"286";"(Ref: 251354)";"Kikkoman";"Salsa de Soya Frasco";"$2.090"
"287";"(Ref: 471700)";"Gourmet";"Condimento para la Parrilla Sabor Ahumado Frasco";"$2.150"
"288";"(Ref: 411052)";"Selección";"Aceite de Oliva Especiado Laurel Ajo Botella";"$2.190"
"289";"(Ref: 411053)";"Selección";"Aceite de Oliva Especiado Merkén Botella";"$2.190"
"290";"(Ref: 493145)";"Selección";"Aceite de Oliva Ají Verde Botella";"$2.190"
"291";"(Ref: 250129)";"Pearl River Bridge";"Salsa de Soya Clara Superior Pearl River Bridge Botella";"$2.220"
"292";"(Ref: 279380)";"Traverso";"Aceto Balsámico Botella";"$2.270"
"293";"(Ref: 259668)";"Selección";"Aceite de Oliva Extra Virgen Botella";"$2.280"
"294";"(Ref: 602276)";"Great Value";"Aceite de Canola en Aerosol Lata";"$2.290"
"295";"(Ref: 314299)";"Lider";"Aceite De Maíz";"$2.290"
"296";"(Ref: 602277)";"Great Value";"Aceite Vegetal en Aerosol Lata";"$2.290"
"297";"(Ref: 602275)";"Great Value";"Aceite de Canola en Aerosol Sabor Mantequilla Lata";"$2.290"
"298";"(Ref: 254299)";"Lobos";"Sal Light Bolsa";"$2.390"
"299";"(Ref: 659587)";"Lider";"Alcaparras";"$2.390"
"300";"(Ref: 253839)";"Chiquillín";"Pimentón Polvo Ahumado Frasco";"$2.390"
"301";"(Ref: 533944)";"Winkler";"Orégano Entero Frasco";"$2.490"
"302";"(Ref: 533938)";"Winkler";"Cebollas Escamas Frasco";"$2.490"
"303";"(Ref: 278186)";"Cock Brand";"Pasta de Curry Amarillo Pote";"$2.560"
"304";"(Ref: 252184)";"Kikkoman";"Salsa de Soya Light con Dispensador Botella";"$2.590"
"305";"(Ref: 330122)";"Kikkoman";"Salsa de Soya con Menos Sodio Botella";"$2.590"
"306";"(Ref: 537046)";"Mestre";"Aceto Balsámico de Módena Botella";"$2.650"
"307";"(Ref: 367488)";"Lee Kum Kee";"Salsa de Soya Premium Botella";"$2.650"
"308";"(Ref: 251265)";"Selección";"Aceto balsámico Di Moderna Botella";"$2.660"
"309";"(Ref: 549377)";"Lobos";"Sal de Mar Extra Gruesa Frasco";"$2.690"
"310";"(Ref: 626021)";"Biosal";"Sal Yodada Plus Pote";"$2.691"
"311";"(Ref: 279826)";"Lider";"Vinagre de Vino Tinto Bidón";"$2.790"
"312";"(Ref: 471705)";"Gourmet";"Sal de Mar Frasco";"$2.890"
"313";"(Ref: 254326)";"Casta de Peteroa";"Aceite de Oliva Extra Virgen Botella";"$2.990"
"314";"(Ref: 256172)";"Mazola";"Aceite 100% Maíz Botella";"$2.991"
"315";"(Ref: 660402)";"Lider";"Azafrán en Hebras";"$3.140"
"316";"(Ref: 254337)";"Casta de Peteroa";"Pack Aceite de Oliva + Aceto Balsámico";"$3.170"
"317";"(Ref: 246335)";"Oriental";"Semilla de Sésamo Bolsa";"$3.180"
"318";"(Ref: 471704)";"Gourmet";"Condimento Molido Carne Frasco";"$3.190"
"319";"(Ref: 533956)";"Gourmet";"Condimento Molido Pescado Frasco";"$3.290"
"320";"(Ref: 548922)";"Ponti";"Salsa Gastronómica Botella";"$3.290"
