"codigo";"Marca";"descripcion";"precio"
"3706";"(Ref: 555856)";"Nestlé";"Flan Vainilla Pote";"$188"
"3707";"(Ref: 555852)";"Nestlé";"Jalea Sabor Guinda Pote 110 g";"$182"
"3708";"(Ref: 270848)";"Iansa";"Azúcar Blanca Granulada Bolsa";"$690"
"3709";"(Ref: 538467)";"Acuenta";"Azúcar Blanca Granulada Corriente Bolsa";"$490"
"3710";"(Ref: 475354)";"Daily";"Endulzante Líquido Stevia Botella";"$3.090"
"3711";"(Ref: 662112)";"Lider";"Azúcar Granulada";"$1.000"
"3712";"(Ref: 250546)";"Lider";"Leche Evaporada Lata";"$910"
"3713";"(Ref: 263756)";"Leche Sur";"Leche Condensada Azucarada Lata";"$920"
"3714";"(Ref: 259330)";"Iansa";"Endulzante Líquido Stevia CeroK Botella";"$2.960"
"3715";"(Ref: 263745)";"Nestlé";"Leche Condensada Azucarada Lata";"$990"
"3716";"(Ref: 270850)";"Iansa";"Azúcar Blanca Granulada Bolsa";"$3.630"
"3717";"(Ref: 594015)";"Lider";"Leche Condensada Azucarada";"$820"
"3718";"(Ref: 447420)";"Lider";"Azúcar Bolsa";"$3.250"
"3719";"(Ref: 506773)";"Iansa";"Azúcar Rubia Bolsa";"$1.790"
"3720";"(Ref: 263764)";"Nestlé";"Lata de Leche evaporada IDEAL®";"$1.150"
"3721";"(Ref: 445023)";"Iansa";"Endulzante Líquido Stevia Cero K Botella";"$3.490"
"3722";"(Ref: 541884)";"Lider";"Azúcar Granulada";"$650"
"3723";"(Ref: 657580)";"Lider";"Azúcar Rubia";"$830"
"3724";"(Ref: 252633)";"Royal";"Polvos de Hornear Caja";"$1.350"
"3725";"(Ref: 523546)";"Nestlé";"Pack Leche Condensada";"$1.490"
"3726";"(Ref: 270755)";"Iansa";"Azúcar Blanca Granulada Bolsa";"$2.250"
"3727";"(Ref: 634635)";"En Linea";"Tagatosa Endulzante";"$6.600"
"3728";"(Ref: 459967)";"Ecovida";"Azúcar Rubia Bolsa";"$2.990"
"3729";"(Ref: 494439)";"Iansa";"Endulzante Cero K con Stevia";"$2.350"
"3730";"(Ref: 339344)";"Naturalist";"Endulzante Líquido Stevia Botella";"$1.990"
"3731";"(Ref: 458477)";"Bella Holandesa";"Leche Azucarada Tarro";"$850"
"3732";"(Ref: 259395)";"Iansa";"Azúcar Dorada Bolsa";"$770"
"3733";"(Ref: 254937)";"Daily";"Endulzante Líquido Daily Gotas Stevia Botella";"$2.650"
"3734";"(Ref: 295258)";"Lefersa";"Levadura Seca Bolsa";"$2.891"
"3735";"(Ref: 243801)";"Daily";"Endulzante Líquido Daily Gotas 100% Sucralosa Botella";"$3.930"
"3736";"(Ref: 326106)";"Lider";"Azúcar Flor Bolsa";"$670"
"3737";"(Ref: 578029)";"Iansa";"Endulzante Sucralosa CeroK Display";"$2.960"
"3738";"(Ref: 259367)";"Iansa";"Azúcar Flor Bolsa";"$750"
"3739";"(Ref: 631102)";"Lider";"Sucralosa Liquida";"$2.490"
"3740";"(Ref: 260446)";"Gourmet";"Cacao Amargo en polvo Gourmet Bolsa";"$841"
"3741";"(Ref: 260346)";"Gourmet";"Esencia de Vainilla Botella";"$1.590"
"3742";"(Ref: 576918)";"Iansa";"Tagatosa + Sucralosa Cero K Botella";"$3.590"
"3743";"(Ref: 642298)";"Gourmet";"Chips de Cholate";"$2.690"
"3744";"(Ref: 270951)";"Iansa";"Azúcar Light Bolsa";"$860"
"3745";"(Ref: 243972)";"Iansa";"Sucralosa Cero K Líquida Botella";"$3.150"
"3746";"(Ref: 243075)";"Ambrosoli";"Cobertura de Chocolate para Pastel Bolsa";"$4.490"
"3747";"(Ref: 264595)";"Imperial";"Polvos de Hornear Lata";"$1.350"
"3748";"(Ref: 263295)";"Carozzi";"Brownie Caja";"$1.150"
"3749";"(Ref: 270895)";"Iansa";"Azúcar Blanca Granulada Caja";"$1.250"
"3750";"(Ref: 264658)";"Lider";"Decoración Chocolate Lider Bolsa";"$120"
"3751";"(Ref: 264664)";"Lider";"Multicolor Decoración Bolsa";"$130"
"3752";"(Ref: 264670)";"Lider";"Mostacilla Bolsa";"$190"
"3753";"(Ref: 439315)";"Collico";"Levadura Comercio";"$290"
"3754";"(Ref: 260494)";"Gourmet";"Perlas Plateadas Gourmet Bolsa";"$340"
"3755";"(Ref: 623351)";"Lefersa";"Levadura Fresca Bolsa";"$350"
"3756";"(Ref: 443824)";"Lider";"Crema Chantilly Sobre";"$351"
"3757";"(Ref: 443825)";"Lider";"Crema Pastelera Sobre";"$400"
"3758";"(Ref: 258786)";"Van Cook";"Crema Pastelera Van Cook Sachet";"$450"
"3759";"(Ref: 264609)";"Lider";"Esencia de Vainilla Botella";"$500"
"3760";"(Ref: 578208)";"Lider";"Coco Rallado Bolsa";"$510"
"3761";"(Ref: 242707)";"Gourmet";"Crema Pastelera Sobre";"$520"
"3762";"(Ref: 260981)";"Van Cook";"Crema en Polvo Instantánea Chantilly Sobre";"$530"
"3763";"(Ref: 258779)";"Van Cook";"Crema en Polvo Instantánea Chantilly Sobre";"$530"
"3764";"(Ref: 247070)";"Van Cook";"Crema en Polvo Instantánea Chantilly Light Sobre";"$530"
"3765";"(Ref: 242780)";"Gourmet";"Crema Chantilly Sabor Lúcuma Sobre";"$541"
"3766";"(Ref: 242766)";"Gourmet";"Crema en Polvo Instantánea Chantilly Bolsa";"$550"
"3767";"(Ref: 678259)";"Ambrosoli";"Postre crema sabor Manjar coco";"$550"
"3768";"(Ref: 678262)";"Ambrosoli";"Postre crema sabor Chocolate Nuss";"$550"
"3769";"(Ref: 252640)";"Royal";"Polvo para Hornear Sobre";"$570"
"3770";"(Ref: 260355)";"Gourmet";"Esencia Líquida de Vainilla";"$590"
"3771";"(Ref: 501769)";"Gourmet";"Glaseado Vainilla Sobre";"$650"
"3772";"(Ref: 366889)";"Marco Polo";"Chocolate Amargo en Polvo";"$650"
"3773";"(Ref: 501768)";"Gourmet";"Glaseado Chocolate Sobre";"$660"
"3774";"(Ref: 260469)";"Gourmet";"Mostacilla Multicolor Gourmet Bolsa";"$680"
"3775";"(Ref: 260476)";"Gourmet";"Mostacilla Multicolor Bolsa";"$680"
"3776";"(Ref: 260454)";"Gourmet";"Chocolate Granulado Gourmet Sachet";"$680"
"3777";"(Ref: 236714)";"Great Value";"Mezcla para Masa Pizza Bolsa";"$690"
"3778";"(Ref: 366874)";"Copacabana";"Cacao Amargo Caja";"$770"
"3779";"(Ref: 258541)";"Gourmet";"Esencia Líquida de Menta Botella";"$790"
"3780";"(Ref: 580993)";"Lider";"Azúcar Light con Sucralosa Doypack";"$810"
"3781";"(Ref: 260337)";"Gourmet";"Ron Esencia Frasco";"$830"
"3782";"(Ref: 258530)";"Gourmet";"Limón Esencia Frasco";"$830"
"3783";"(Ref: 260311)";"Gourmet";"Canela Esencia Frasco";"$830"
"3784";"(Ref: 260325)";"Gourmet";"Esencia Líquida de Coco Botella";"$830"
"3785";"(Ref: 260297)";"Gourmet";"Esencia Líquida de Anís Botella";"$830"
"3786";"(Ref: 260363)";"Gourmet";"Esencia Almendras Botella";"$830"
"3787";"(Ref: 260372)";"Gourmet";"Vainilla esencia Gourmet Frasco";"$840"
"3788";"(Ref: 260408)";"Gourmet";"Coco Rallado Rosado Bolsa";"$890"
"3789";"(Ref: 501770)";"Gourmet";"Merengue en Polvo Sobre";"$890"
"3790";"(Ref: 242984)";"Chancaca";"Deliciosa";"$891"
"3791";"(Ref: 263017)";"Gourmet";"Gelatina en Hoja Colapez Bolsa";"$891"
"3792";"(Ref: 259343)";"Iansa";"Cubitos de azúcar Iansa Caja";"$940"
"3793";"(Ref: 309569)";"Selecta";"Harina Especial Cake Bolsa";"$950"
"3794";"(Ref: 633534)";"Bauducco";"Mini Cake Frutilla";"$990"
"3795";"(Ref: 661386)";"Gourmet";"Decoración Estrellas Multicolor";"$990"
"3796";"(Ref: 598351)";"Daily";"Sugar Off Granulado";"$990"
"3797";"(Ref: 553168)";"Winkler";"Azúcar Rubia";"$990"
"3798";"(Ref: 560739)";"Gourmet";"Fondant Blanco en Polvo Bolsa";"$990"
"3799";"(Ref: 633532)";"Bauducco";"Mini Cake Chocolate Chips";"$990"
"3800";"(Ref: 661469)";"Gourmet";"Esencia Naranja";"$1.150"
"3801";"(Ref: 261167)";"Carozzi";"Queque Vainilla Carozzi Caja";"$1.150"
"3802";"(Ref: 260399)";"Gourmet";"Salsa de Caramelo Botella";"$1.150"
"3803";"(Ref: 260390)";"Gourmet";"Salsa de Frambuesa Botella";"$1.150"
"3804";"(Ref: 580720)";"Lider";"Azúcar Light con Estevia Doypack";"$1.150"
"3805";"(Ref: 260380)";"Gourmet";"Salsa Chocolate Botella";"$1.150"
"3806";"(Ref: 641120)";"Lider";"Esencia de Vainilla";"$1.150"
"3807";"(Ref: 258552)";"Gourmet";"Salsa Manjar Botella";"$1.200"
"3808";"(Ref: 265814)";"Gourmet";"Salsa de Chocolate y Avellana Botella";"$1.200"
"3809";"(Ref: 259463)";"Gourmet";"Salsa de Frutilla Botella";"$1.200"
"3810";"(Ref: 500368)";"Selección";"Brownie para Preparar Caja 450 g";"$1.250"
"3811";"(Ref: 500369)";"Selección";"Postre Volcán de Chocolate Caja";"$1.251"
"3812";"(Ref: 578016)";"Daily";"Endulzante Stevia Tabletas";"$1.260"
"3813";"(Ref: 259409)";"Iansa";"Chancaca";"$1.270"
"3814";"(Ref: 448232)";"Naturalist";"Endulzante Líquido Sucralosa Botella";"$1.350"
"3815";"(Ref: 661387)";"Tortalista";"Muffins";"$1.390"
"3816";"(Ref: 256778)";"Collico";"Levadura Comercio";"$1.390"
"3817";"(Ref: 258579)";"Gourmet";"Salsa Light de Chocolate Botella";"$1.430"
"3818";"(Ref: 285965)";"Ambrosoli";"Cobertura Chocolate Mágica Botella";"$1.440"
"3819";"(Ref: 560741)";"Gourmet";"Mezcla para Cupcakes Chocolate";"$1.450"
"3820";"(Ref: 683246)";"Iansa";"Azucar flor";"$1.450"
"3821";"(Ref: 560742)";"Gourmet";"Mezcla para Cupcakes Vainilla";"$1.450"
"3822";"(Ref: 560743)";"Gourmet";"Mezcla para Galletas de Vainilla Bolsa";"$1.450"
"3823";"(Ref: 650832)";"Tortalista";"Mezcla lista Panqueques";"$1.490"
"3824";"(Ref: 615637)";"Gourmet";"Mezcla para Remojar Torta Tres Leches";"$1.490"
"3825";"(Ref: 634619)";"Lider";"Stevia Tabletas";"$1.490"
"3826";"(Ref: 259429)";"Tortalista ";"Bizcocho Sabor Chocolate";"$1.490"
"3827";"(Ref: 650826)";"Tortalista";"Mezcla lista Sopaipillas";"$1.490"
"3828";"(Ref: 540874)";"Winkler";"Salsa de Maracuya Frasco";"$1.490"
"3829";"(Ref: 534098)";"Gourmet";"Colorantes para Alimentos (Morado, Calipso y Fucsia)";"$1.490"
"3830";"(Ref: 258885)";"Tortalista ";"Bizcocho Clásico";"$1.490"
"3831";"(Ref: 560740)";"Gourmet";"Mezcla para Brownies de Chocolate Bolsa";"$1.490"
"3832";"(Ref: 615638)";"Gourmet";"Mezcla para Bizcocho de Vainilla";"$1.490"
"3833";"(Ref: 543979)";"Daily";"Sugar Off Granulado";"$1.490"
"3834";"(Ref: 650829)";"Tortalista";"Mezcla lista Queque marmolado";"$1.490"
"3835";"(Ref: 638328)";"Lider";"Sucralosa Líquida";"$1.490"
"3836";"(Ref: 540873)";"Winkler";"Salsa de Berries Frasco";"$1.490"
"3837";"(Ref: 615639)";"Gourmet";"Mezcla para Bizcocho de Chocolate";"$1.490"
"3838";"(Ref: 578168)";"Iansa";"Endulzante Sucralosa CeroK";"$1.550"
"3839";"(Ref: 500348)";"Betty Crocker";"Mezcla para Panqueques Bolsa";"$1.550"
"3840";"(Ref: 259439)";"Tortalista ";"Queque Sabor Vainilla";"$1.550"
"3841";"(Ref: 459455)";"Selecta";"Mezcla para Galletas Caja";"$1.550"
"3842";"(Ref: 260461)";"Gourmet";"Colorante Caja";"$1.590"
"3843";"(Ref: 243794)";"Daily";"Endulzante Líquido Sucralosa Botella";"$1.590"
"3844";"(Ref: 646264)";"Great Value";"Syrup de Chocolate Sin Azucar";"$1.590"
"3845";"(Ref: 488402)";"Betty Crocker";"Mezcla Muffins Chocolate Chips Doypack";"$1.590"
"3846";"(Ref: 634621)";"Lider";"Sucralosa en Tabletas";"$1.590"
"3847";"(Ref: 252702)";"Saf Instant";"Levadura Seca instantánea Saf-instant Caja";"$1.650"
"3848";"(Ref: 657451)";"Deliciosa";"Chancaca";"$1.651"
"3849";"(Ref: 537330)";"Daily";"Endulzante Botella";"$1.750"
"3850";"(Ref: 494438)";"Iansa";"Endulzante Cero K con Stevia";"$1.780"
"3851";"(Ref: 598350)";"Daily";"100% Sucralosa Líquida";"$1.790"
"3852";"(Ref: 369636)";"Nutra Food";"Mezcla para Preparar Queques Sabor Vainilla";"$1.791"
"3853";"(Ref: 242847)";"Gourmet";"Salsa de Chocolate Botella";"$1.800"
"3854";"(Ref: 406620)";"Selecta";"Mezcla Lista Cupcakes Caja";"$1.850"
"3855";"(Ref: 254930)";"Daily";"Endulzante Líquido Daily Gotas Display";"$1.850"
"3856";"(Ref: 657961)";"Ecovida";"Azúcar Rubia";"$1.890"
"3857";"(Ref: 650396)";"Mesa Baja";"Panela Orgánica Granulada 500 g";"$1.890"
"3858";"(Ref: 638327)";"Lider";"Endulzante Líquido Stevia";"$1.890"
"3859";"(Ref: 245349)";"Stevi Sweet";"Tabletas Naturalmente Dulce con Extracto Estevia";"$1.910"
"3860";"(Ref: 494698)";"Daily";"Endulzante en Tabletas Stevia + Ágave Display";"$1.930"
"3861";"(Ref: 631101)";"Lider";"Stevia Tabletas";"$1.990"
"3862";"(Ref: 639022)";"Winkler";"Salsa de Chocolate";"$1.990"
"3863";"(Ref: 639023)";"Winkler";"Salsa de Frambuesa";"$1.990"
"3864";"(Ref: 494697)";"Daily";"Endulzante Stevia + Taumatina en Tabletas Display";"$1.990"
"3865";"(Ref: 639024)";"Winkler";"Salsa de Mango";"$1.990"
"3866";"(Ref: 657878)";"Deliciosa";"Azúcar Rubia";"$1.990"
"3867";"(Ref: 631024)";"Great Value";"Salsa De Frutilla";"$1.990"
"3868";"(Ref: 578123)";"Daily";"Sucralosa Daily Sweet Display";"$1.990"
"3869";"(Ref: 260432)";"Gourmet";"Salsa de Chocolate para Helados Pomo";"$2.050"
"3870";"(Ref: 656369)";"Nature's Charm";"Alimento Condensado Coco";"$2.090"
"3871";"(Ref: 393538)";"Fermipan";"Levadura Instanea Fermipan";"$2.190"
"3872";"(Ref: 253499)";"Olvebra";"Condensada de Soya Tarro";"$2.190"
"3873";"(Ref: 541933)";"Iansa";"Sucralosa Cero K Líquida Botella";"$2.190"
"3874";"(Ref: 631103)";"Lider";"Sucralosa Liquida";"$2.230"
"3875";"(Ref: 578170)";"Daily";"Endulzante Líquido Libre de Calorias Botella";"$2.280"
"3876";"(Ref: 655606)";"Nature's Charm";"Alimento Evaporado Coco";"$2.290"
"3877";"(Ref: 236631)";"Collico";"Levadura Seca Bolsa";"$2.290"
"3878";"(Ref: 428190)";"Naturalist";"Endulzante Líquido Stevia Botella";"$2.320"
"3879";"(Ref: 426930)";"Lider";"Endulzante Líquido Stevia Botella";"$2.321"
"3880";"(Ref: 242929)";"Gourmet";"Salsa Caramelo Gourmet Botella";"$2.330"
"3881";"(Ref: 242913)";"Gourmet";"Salsa de Frambuesa Botella";"$2.330"
"3882";"(Ref: 339348)";"Naturalist";"Endulzante en Tabletas con Stevia";"$2.390"
"3883";"(Ref: 516036)";"Iansa";"Azúcar Light con Stevia Doypack";"$2.390"
"3884";"(Ref: 494694)";"Daily";"Endulzante Líquido Stevia + Ágave Botella";"$2.390"
"3885";"(Ref: 581948)";"Daily";"Pre Mezcla Queque Chocolate 0% Azúcar";"$2.490"
"3886";"(Ref: 581949)";"Daily";"Pre Mezcla Queque Mármol 0% Azúcar";"$2.490"
"3887";"(Ref: 493177)";"Betty Crocker";"Mezcla de Biscocho para Torta Sabor Limón Caja";"$2.490"
"3888";"(Ref: 581947)";"Daily";"Pre Mezcla Queque Vainilla 0% Azúcar";"$2.490"
"3889";"(Ref: 488403)";"Betty Crocker";"Mezcla Torta Dulce de Chocolate Caja";"$2.490"
"3890";"(Ref: 662079)";"Betty Crocker";"Premezcla Torta Zanahoria";"$2.490"
"3891";"(Ref: 493176)";"Betty Crocker";"Mezcla Torta Chocolate Caja";"$2.490"
"3892";"(Ref: 676044)";"Mi tierra";"Azúcar de coco - sin refinar";"$2.550"
"3893";"(Ref: 515713)";"D'Stevia";"Stevia en Sobres";"$2.590"
"3894";"(Ref: 537329)";"Iansa";"Endulzante Líquido Stevia Cero K Botella";"$2.590"
"3895";"(Ref: 634620)";"Lider";"Sucralosa en Tabletas";"$2.590"
"3896";"(Ref: 491970)";"Betty Crocker";"Glaseado Chocolate de Leche Tarro";"$2.750"
"3897";"(Ref: 607300)";"Betty Crocker";"Premezcla Red Velvet Cake mix";"$2.780"
"3898";"(Ref: 634638)";"Naturalist";"Endulzante Stevia + Maqui";"$2.830"
"3899";"(Ref: 513798)";"Daily";"Endulzante Líquido Stevia + Taumatina Botella";"$2.850"
"3900";"(Ref: 637142)";"Tagatesse";"Endulzante Líquido Tagatesse";"$2.890"
"3901";"(Ref: 252559)";"Splenda";"Endulzante en Sobre Caja";"$2.990"
"3902";"(Ref: 578101)";"Iansa";"Endulzante Líquido 100% Stevia Cero K Botella";"$2.990"
"3903";"(Ref: 598347)";"Naturalist";"Endulzante Granulado con Sucralosa";"$2.990"
"3904";"(Ref: 578160)";"Naturalist";"Endulzante Stevia Plus Botella";"$3.290"
"3905";"(Ref: 494696)";"Daily";"Endulzante Líquido Stevia + Ágave Botella";"$3.380"
"3906";"(Ref: 494695)";"Daily";"Endulzante Líquido Stevia + Taumatina Botella";"$3.380"
"3907";"(Ref: 533427)";"Ambrosoli";"Cobertura Sucedánea Bitter Para Moldeo";"$3.390"
"3908";"(Ref: 578150)";"Naturalist";"Endulzante Líquido con Stevia y Ágave Botella";"$3.390"
"3909";"(Ref: 642299)";"Gourmet";"Cobertura Sabor Chocolate de Leche";"$3.490"
"3910";"(Ref: 607301)";"Betty Crocker";"Mezcla para Brownie con Nueces Supreme";"$3.490"
"3911";"(Ref: 642300)";"Gourmet";"Cobertura Sabor Chocolate Blanco";"$3.490"
"3912";"(Ref: 493180)";"Betty Crocker";"Mezcla Galletas Chips Chocolate Doypack";"$3.690"
"3913";"(Ref: 688807)";"Iansa";"Endulzante líquido Cerok con Yacon";"$3.690"
"3914";"(Ref: 493178)";"Betty Crocker";"Galleta Chocolate y Avena Bolsa";"$3.690"
"3915";"(Ref: 515164)";"D'Stevia";"Stevia en Tabletas";"$3.990"
"3916";"(Ref: 316389)";"Iansa";"Sucralosa Cero K Líquida Botella";"$3.990"
"3917";"(Ref: 634639)";"Naturalist";"Endulzante 100% Stevia + Maqui";"$3.990"
"3918";"(Ref: 242959)";"Mi Tierra";"Azúcar Granulada Integral Bolsa";"$4.190"
"3919";"(Ref: 515167)";"D'Stevia";"Azúcar Dorada Light Doypack";"$4.290"
"3920";"(Ref: 515163)";"D'Stevia";"Stevia Líquida";"$4.550"
"3921";"(Ref: 515169)";"D'Stevia";"Azúcar Blanca Light Doypack";"$4.590"
"3922";"(Ref: 515166)";"D'Stevia";"Azúcar Dorada Light Tarro";"$4.990"
"3923";"(Ref: 515168)";"D'Stevia";"Azúcar Blanca Light Tarro";"$4.990"
"3924";"(Ref: 657583)";"Tagatesse";"Endulzante Líquido Tagatesse";"$4.990"
"3925";"(Ref: 515712)";"D'Stevia";"Stevia en Polvo";"$5.090"
"3926";"(Ref: 515165)";"D'Stevia";"Stevia en Tabletas";"$5.390"
"3927";"(Ref: 691259)";"Splenda";"Endulzante Sobres";"$5.570"
"3928";"(Ref: 657980)";"Biofoods";"Tagatesse Tabletas";"$5.790"
"3929";"(Ref: 634641)";"NaturaList ";"Endulzante Bake Tagatosa Sucralosa";"$6.990"
"3930";"(Ref: 691260)";"Splenda";"Endulzante Granulado";"$6.990"
"3931";"(Ref: 634640)";"Naturalist";"Endulzante Granulado Tagatosa y Stevia";"$7.990"
"3932";"(Ref: 439450)";"Quilque";"Queso Laminado Mantecoso-Maduro Resellable";"$3.890"
"3933";"(Ref: 515173)";"Las Parcelas de Valdivia";"Queso Mantecoso Trozado Display";"$3.790"
"3934";"(Ref: 254607)";"Dos Alamos";"Queso Gauda Dos Álamos Caja";"$1.890"
"3935";"(Ref: 248418)";"Calo";"Queso Laminado Gauda 30 Láminas) Bolsa";"$3.390"
"3936";"(Ref: 313726)";"Lider";"Queso Crema Light Caja";"$1.790"
"3937";"(Ref: 581716)";"Colun";"Queso Mantecoso Río Bueno Laminado";"$2.583"
"3938";"(Ref: 274644)";"Colun";"Queso Gauda Laminado Bolsa";"$2.093"
"3939";"(Ref: 239865)";"San Rafael";"Queso Mantecoso Chanco Laminado 30 Un) Bolsa";"$3.190"
"3940";"(Ref: 277174)";"Colun";"Queso Rallado Sobre";"$434"
"3941";"(Ref: 277044)";"Colun";"Queso Parmesano Rallado Bolsa";"$833"
"3942";"(Ref: 346998)";"Colun";"Queso Ranco Laminado Bolsa";"$2.933"
"3943";"(Ref: 276471)";"Colun";"Queso Rallado Reggianito";"$903"
"3944";"(Ref: 313725)";"Lider";"Queso Crema Caja";"$1.690"
"3945";"(Ref: 622677)";"Soprole";"Queso Crema Philadelphia";"$2.490"
"3946";"(Ref: 669979)";"Lider";"Queso Crema Regular";"$1.000"
"3947";"(Ref: 521263)";"Quillayes";"Queso Chanco Laminado Display";"$3.290"
"3948";"(Ref: 240159)";"Lider";"Queso Rallado Parmesano Bolsa";"$950"
"3949";"(Ref: 521257)";"Quillayes";"Queso Mantecoso Laminado Display";"$3.750"
"3950";"(Ref: 247535)";"Dos Alamos";"Queso Fino Rallado Parmesano Sobre";"$1.250"
"3951";"(Ref: 521249)";"Quillayes";"Queso Chacra Caja";"$1.850"
"3952";"(Ref: 275368)";"Colun";"Quesillo Caja";"$945"
"3953";"(Ref: 254584)";"Dos Alamos";"Queso Mantecoso Caja";"$1.990"
"3954";"(Ref: 260216)";"Los Tilos";"Queso Fresco Bolsa";"$1.490"
"3955";"(Ref: 581714)";"Colun";"Queso Mantecoso Laminado Bolsa";"$1.000"
"3956";"(Ref: 579340)";"Lider";"Queso Mantecoso Laminado (28 Un) Bolsa 500 g";"$3.090"
"3957";"(Ref: 613675)";"Quillayes";"Quesillo Caja";"$1.590"
"3958";"(Ref: 239834)";"Las Parcelas de Valdivia";"Queso Mantecoso Premium Laminado Caja";"$3.290"
"3959";"(Ref: 444742)";"Dos Alamos";"Queso Laminado Gauda Resellable";"$3.990"
"3960";"(Ref: 254100)";"Lider";"Queso Gauda Laminado 30 Láminas";"$2.890"
"3961";"(Ref: 278586)";"Colun";"Queso Fino de Hebra Reggianito Bolsa";"$1.253"
"3962";"(Ref: 551202)";"Quillayes";"Queso Parmesano Trozado Display";"$3.190"
"3963";"(Ref: 274484)";"Colun";"Queso Gauda Laminado Bolsa";"$833"
"3964";"(Ref: 480008)";"Don Leo";"Queso Mantecoso 24 Láminas Display";"$3.390"
"3965";"(Ref: 263719)";"Lider";"Queso Parmesano Rallado";"$530"
"3966";"(Ref: 287491)";"Santa Rosa";"Queso Fresco Light Caja";"$3.390"
"3967";"(Ref: 553611)";"La Vaquita";"Queso Gauda Laminado Bolsa";"$2.990"
"3968";"(Ref: 521265)";"Quillayes";"Queso Rallado Seleccion Parmesano";"$1.490"
"3969";"(Ref: 549350)";"Président";"Queso cheddar laminado";"$1.590"
"3970";"(Ref: 521230)";"Quillayes";"Queso Camembert Caja";"$1.490"
"3971";"(Ref: 277051)";"Colun";"Queso Rallado Parmesano Sobre";"$469"
"3972";"(Ref: 275045)";"Colun";"Queso Ranco Laminado Bolsa";"$3.490"
"3973";"(Ref: 247492)";"Los Tilos";"Queso Fundido Ahumado Bolsa";"$3.190"
"3974";"(Ref: 613676)";"Quillayes";"Queso Chanco 9 Láminas";"$1.490"
"3975";"(Ref: 462719)";"Matthei";"Queso Mantecoso Trozado Display";"$4.350"
"3976";"(Ref: 678442)";"La Vaquita";"Queso Fresco Sin Lactosa";"$1.890"
"3977";"(Ref: 453150)";"Los Tilos";"Queso Mantecoso Display";"$3.990"
"3978";"(Ref: 263698)";"San Rafael";"Queso Chanco Laminado Mantecoso";"$2.190"
"3979";"(Ref: 671591)";"La Vaquita";"Queso Gauda Granulado";"$1.690"
"3980";"(Ref: 274945)";"Colun";"Queso Crema";"$343"
"3981";"(Ref: 521213)";"Bell";"Queso La Vaca Que Ríe Caja";"$1.750"
"3982";"(Ref: 277441)";"Pahuilmo";"Queso de Cabra Maduro Bolsa";"$4.450"
"3983";"(Ref: 529300)";"Santa Rosa";"Queso Crema Caja";"$1.950"
"3984";"(Ref: 561970)";"Président";"Queso mozzarella laminado";"$1.590"
"3985";"(Ref: 529286)";"Santa Rosa";"Queso Crema Pote";"$1.290"
"3986";"(Ref: 449043)";"Arquenco";"Queso Mantecoso Granulado Bolsa";"$4.790"
"3987";"(Ref: 622676)";"Soprole";"Queso Philadelphia";"$1.590"
"3988";"(Ref: 417970)";"Lider";"Queso Chanco Laminado Bolsa";"$3.190"
"3989";"(Ref: 543037)";"Colun";"Queso Ranco en Trozo Display";"$2.990"
"3990";"(Ref: 640494)";"Colun";"Queso Mozzarella Trozo";"$2.583"
"3991";"(Ref: 643220)";"Colun";"Queso Brie";"$1.645"
"3992";"(Ref: 416694)";"Santa Rosa";"Tabla 6 Variedades de Queso Tradición Caja";"$9.590"
"3993";"(Ref: 551203)";"Quillayes";"Queso Azul Trozado Display";"$2.790"
"3994";"(Ref: 278543)";"Colun";"Quesillo Bolsa";"$973"
"3995";"(Ref: 491621)";"Lacteos Futaleufú";"Queso Granulado Bolsa";"$6.990"
"3996";"(Ref: 659822)";"Colun";"Queso Mozzarella Laminado";"$1.813"
"3997";"(Ref: 538466)";"Next";"Quesillo Pote";"$1.350"
"3998";"(Ref: 529308)";"Santa Rosa";"Queso Mozzarella Cremosa Display 200 g";"$2.390"
"3999";"(Ref: 500103)";"Don Leo";"Queso Parmesano Rallado Bolsa";"$1.290"
"4000";"(Ref: 579339)";"Lider";"Queso Mantecoso Trozado Bolsa";"$2.590"
"4001";"(Ref: 525941)";"Quillayes";"Tabla 3 Quesos Romance Display";"$4.790"
"4002";"(Ref: 491620)";"Futaleufu";"Queso Gouda Granulado";"$3.050"
"4003";"(Ref: 254124)";"Lider";"Queso Gouda Laminado";"$1.190"
"4004";"(Ref: 504329)";"Santa Rosa";"Queso Tradición Ahumado Caja";"$2.390"
"4005";"(Ref: 416695)";"Santa Rosa";"Tabla Tentación Caja";"$4.990"
"4006";"(Ref: 594415)";"Colun";"Queso Mantecoso Rio Bueno";"$3.073"
"4007";"(Ref: 490966)";"Los Alerces";"Queso Fundido Mantecoso Laminado 8 Un) Bolsa";"$990"
"4008";"(Ref: 512329)";"San Benito";"Queso Mantecoso";"$3.790"
"4009";"(Ref: 626544)";"Quillayes";"Mozzarella Granulada";"$1.550"
"4010";"(Ref: 446521)";"Trujillo";"Queso de Oveja 3 Meses Display";"$3.890"
"4011";"(Ref: 413155)";"Los Tilos";"Queso Brie Display";"$1.950"
"4012";"(Ref: 549351)";"Président";"Queso Emmental laminado";"$1.590"
"4013";"(Ref: 446522)";"Trujillo";"Queso de Cabra Display";"$4.190"
"4014";"(Ref: 633968)";"Kraft";"Queso crema";"$2.390"
"4015";"(Ref: 278309)";"Pahuilmo";"Queso Provoleta en Plato de Greda Display";"$2.490"
